Label,Data
Google Doc,"[['0', '296', '1'], ['0.0191059', '87', '0'], ['0.343844', '393', '0'], ['0.345279', '1412', '0'], ['0.346739', '1412', '0'], ['0.348155', '1412', '0'], ['0.348377', '110', '1'], ['0.349651', '180', '0'], ['0.351124', '1412', '0'], ['0.352564', '1412', '0'], ['0.353999', '1412', '0'], ['0.355403', '188', '0'], ['0.356852', '675', '0'], ['0.357896', '104', '1'], ['0.358356', '1412', '0'], ['0.359797', '1412', '0'], ['0.361213', '694', '0'], ['0.362668', '1412', '0'], ['0.36411', '1412', '0'], ['0.365569', '1412', '0'], ['0.366369', '122', '1'], ['0.366953', '188', '0'], ['0.36848', '1198', '0'], ['0.369919', '1412', '0'], ['0.370305', '104', '1'], ['0.371358', '1412', '0'], ['0.372801', '1412', '0'], ['0.374205', '188', '0'], ['0.375297', '104', '1'], ['0.375669', '1412', '0'], ['0.377105', '1412', '0'], ['0.378602', '1412', '0']]"
Google Doc,"[['0', '294', '1'], ['0.0175781', '87', '0'], ['0.469915', '326', '0'], ['0.470438', '1412', '0'], ['0.470534', '1412', '0'], ['0.470605', '1412', '0'], ['0.470607', '180', '0'], ['0.470807', '1412', '0'], ['0.470885', '1412', '0'], ['0.470958', '1412', '0'], ['0.47096', '188', '0'], ['0.471027', '676', '0'], ['0.471366', '128', '1'], ['0.474408', '1412', '0'], ['0.474678', '1412', '0'], ['0.474759', '694', '0'], ['0.477128', '1412', '0'], ['0.477179', '104', '1'], ['0.477487', '1412', '0'], ['0.477755', '1412', '0'], ['0.477757', '188', '0'], ['0.479653', '1201', '0'], ['0.480194', '110', '1'], ['0.505501', '1412', '0'], ['0.505675', '1412', '0'], ['0.50575', '1412', '0'], ['0.505753', '198', '0'], ['0.506035', '1238', '0'], ['0.508254', '110', '1'], ['0.508917', '1412', '0'], ['0.508998', '255', '0'], ['0.510566', '1412', '0']]"
Google Doc,"[['0', '293', '1'], ['0.018481', '87', '0'], ['0.653446', '393', '0'], ['0.654225', '1412', '0'], ['0.654979', '1412', '0'], ['0.655743', '1412', '0'], ['0.656444', '180', '0'], ['0.657214', '1412', '0'], ['0.657732', '116', '1'], ['0.657938', '1412', '0'], ['0.658673', '1412', '0'], ['0.659372', '834', '0'], ['0.660106', '1412', '0'], ['0.660827', '1412', '0'], ['0.661533', '694', '0'], ['0.661726', '113', '1'], ['0.662938', '1412', '0'], ['0.663672', '1412', '0'], ['0.664468', '1412', '0'], ['0.665171', '188', '0'], ['0.668833', '107', '1'], ['0.67109', '1193', '0'], ['0.682724', '98', '1'], ['0.721828', '1412', '0'], ['0.722509', '1412', '0'], ['0.723234', '1412', '0'], ['0.723918', '198', '0'], ['0.724737', '1412', '0'], ['0.725464', '1409', '0'], ['0.726187', '1412', '0'], ['0.726714', '116', '1'], ['0.726939', '802', '0']]"
Google Doc,"[['0', '295', '1'], ['0.0293322', '87', '0'], ['0.421505', '301', '0'], ['0.423103', '1412', '0'], ['0.424811', '1412', '0'], ['0.425452', '107', '1'], ['0.42642', '1412', '0'], ['0.428001', '180', '0'], ['0.429584', '1412', '0'], ['0.430429', '104', '1'], ['0.431155', '1412', '0'], ['0.432798', '1412', '0'], ['0.434413', '188', '0'], ['0.434478', '101', '1'], ['0.436031', '1412', '0'], ['0.437589', '1412', '0'], ['0.43843', '104', '1'], ['0.439211', '1311', '0'], ['0.440805', '1412', '0'], ['0.442398', '1412', '0'], ['0.443453', '104', '1'], ['0.443985', '1412', '0'], ['0.445656', '1298', '0'], ['0.447428', '101', '1'], ['0.450225', '1412', '0'], ['0.45182', '1412', '0'], ['0.453417', '1412', '0'], ['0.454431', '104', '1'], ['0.455203', '1412', '0'], ['0.4568', '1412', '0'], ['0.458393', '1412', '0'], ['0.458406', '101', '1']]"
Google Doc,"[['0', '294', '1'], ['0.0192091', '87', '0'], ['0.274076', '305', '0'], ['0.275372', '1412', '0'], ['0.276224', '104', '1'], ['0.276809', '1412', '0'], ['0.278136', '1412', '0'], ['0.278738', '98', '1'], ['0.279439', '180', '0'], ['0.280802', '1412', '0'], ['0.281151', '104', '1'], ['0.282139', '1412', '0'], ['0.283476', '1412', '0'], ['0.284795', '824', '0'], ['0.2862', '1412', '0'], ['0.287532', '1412', '0'], ['0.288852', '693', '0'], ['0.290208', '1412', '0'], ['0.291596', '1412', '0'], ['0.292939', '1412', '0'], ['0.294245', '188', '0'], ['0.294468', '125', '1'], ['0.295567', '84', '0'], ['0.297058', '1187', '0'], ['0.297187', '101', '1'], ['0.298402', '1412', '0'], ['0.299741', '1412', '0'], ['0.300214', '101', '1'], ['0.30107', '1412', '0'], ['0.302377', '188', '0'], ['0.303739', '1412', '0'], ['0.304147', '104', '1']]"
Google Doc,"[['0', '296', '1'], ['0.017698', '87', '0'], ['0.316625', '300', '0'], ['0.318091', '1412', '0'], ['0.319527', '1412', '0'], ['0.320799', '109', '1'], ['0.321005', '1412', '0'], ['0.322399', '180', '0'], ['0.323877', '1412', '0'], ['0.324742', '106', '1'], ['0.325358', '1412', '0'], ['0.326802', '1412', '0'], ['0.328199', '188', '0'], ['0.329675', '1412', '0'], ['0.330742', '100', '1'], ['0.331101', '1412', '0'], ['0.332536', '1325', '0'], ['0.333976', '1412', '0'], ['0.335463', '1412', '0'], ['0.336897', '1412', '0'], ['0.338307', '190', '0'], ['0.338716', '124', '1'], ['0.339766', '1198', '0'], ['0.341212', '1412', '0'], ['0.342643', '1412', '0'], ['0.343749', '106', '1'], ['0.34408', '1412', '0'], ['0.345577', '188', '0'], ['0.347048', '1412', '0'], ['0.347701', '106', '1'], ['0.348483', '1412', '0'], ['0.349926', '1412', '0']]"
Google Doc,"[['0', '295', '1'], ['0.017873', '87', '0'], ['0.242039', '325', '0'], ['0.243449', '1412', '0'], ['0.244528', '104', '1'], ['0.244819', '1412', '0'], ['0.246173', '1412', '0'], ['0.247486', '180', '0'], ['0.248694', '98', '1'], ['0.248852', '1412', '0'], ['0.250206', '1412', '0'], ['0.251546', '1412', '0'], ['0.252911', '188', '0'], ['0.25427', '676', '0'], ['0.255633', '1412', '0'], ['0.256974', '1412', '0'], ['0.258371', '694', '0'], ['0.258547', '122', '1'], ['0.259754', '1412', '0'], ['0.261101', '1412', '0'], ['0.262507', '1412', '0'], ['0.263719', '104', '1'], ['0.263808', '188', '0'], ['0.266538', '101', '1'], ['0.285938', '1199', '0'], ['0.287464', '1412', '0'], ['0.288541', '101', '1'], ['0.288819', '1412', '0'], ['0.290184', '1412', '0'], ['0.291488', '188', '0'], ['0.291589', '101', '1'], ['0.292918', '1412', '0']]"
Google Doc,"[['0', '357', '1'], ['0.0191939', '87', '0'], ['0.262226', '300', '0'], ['0.263681', '1412', '0'], ['0.26522', '1412', '0'], ['0.266069', '107', '1'], ['0.266703', '1412', '0'], ['0.268129', '180', '0'], ['0.269617', '1412', '0'], ['0.271074', '1412', '0'], ['0.271934', '101', '1'], ['0.272522', '1412', '0'], ['0.274015', '188', '0'], ['0.275531', '679', '0'], ['0.276997', '1412', '0'], ['0.278449', '1412', '0'], ['0.279908', '1412', '0'], ['0.280548', '119', '1'], ['0.281361', '1412', '0'], ['0.282818', '1412', '0'], ['0.284313', '1412', '0'], ['0.285746', '591', '0'], ['0.290631', '107', '1'], ['0.292136', '1412', '0'], ['0.294298', '1412', '0'], ['0.29696', '1412', '0'], ['0.298426', '1412', '0'], ['0.29989', '1412', '0'], ['0.300601', '110', '1'], ['0.301358', '1412', '0'], ['0.30283', '1412', '0'], ['0.304375', '1412', '0']]"
Google Doc,"[['0', '301', '1'], ['2.5034e-05', '112', '1'], ['0.014889', '74', '0'], ['0.0149729', '74', '0'], ['0.0153089', '112', '0'], ['0.200355', '326', '0'], ['0.200417', '74', '1'], ['0.200734', '1294', '0'], ['0.200912', '1294', '0'], ['0.200932', '74', '1'], ['0.201201', '1294', '0'], ['0.201841', '772', '0'], ['0.201856', '74', '1'], ['0.202252', '1294', '0'], ['0.202434', '1294', '0'], ['0.202449', '74', '1'], ['0.203202', '1294', '0'], ['0.203384', '1294', '0'], ['0.203398', '74', '1'], ['0.20383', '356', '0'], ['0.204166', '1294', '0'], ['0.204179', '74', '1'], ['0.204867', '1294', '0'], ['0.205108', '1184', '0'], ['0.205123', '74', '1'], ['0.206777', '1294', '0'], ['0.207461', '1294', '0'], ['0.207476', '74', '1'], ['0.207753', '1294', '0'], ['0.207815', '652', '0'], ['0.207825', '74', '1'], ['0.209265', '1294', '0']]"
Google Doc,"[['0', '297', '1'], ['0.018352', '87', '0'], ['0.581776', '324', '0'], ['0.58312', '1412', '0'], ['0.584582', '1412', '0'], ['0.585141', '109', '1'], ['0.585937', '1412', '0'], ['0.587364', '180', '0'], ['0.589089', '1412', '0'], ['0.590417', '1412', '0'], ['0.591772', '1412', '0'], ['0.593078', '188', '0'], ['0.594429', '716', '0'], ['0.595768', '1412', '0'], ['0.59716', '1412', '0'], ['0.598476', '694', '0'], ['0.5998', '100', '1'], ['0.606158', '124', '1'], ['0.609801', '1412', '0'], ['0.611131', '1412', '0'], ['0.612474', '1412', '0'], ['0.613156', '106', '1'], ['0.613844', '1412', '0'], ['0.615189', '1412', '0'], ['0.616671', '1412', '0'], ['0.618016', '1412', '0'], ['0.618159', '109', '1'], ['0.619379', '1412', '0'], ['0.620721', '1412', '0'], ['0.622045', '1412', '0'], ['0.623119', '106', '1'], ['0.62338', '1412', '0']]"
Google Doc,"[['0', '275', '1'], ['0.0246518', '67', '0'], ['0.470821', '303', '0'], ['0.47108', '1392', '0'], ['0.471297', '1392', '0'], ['0.471393', '1392', '0'], ['0.471395', '160', '0'], ['0.471638', '1392', '0'], ['0.47171', '1392', '0'], ['0.472016', '1392', '0'], ['0.472131', '763', '0'], ['0.473615', '105', '1'], ['0.477646', '1392', '0'], ['0.477914', '1392', '0'], ['0.47868', '674', '0'], ['0.480816', '1392', '0'], ['0.481239', '1392', '0'], ['0.481539', '1392', '0'], ['0.481541', '168', '0'], ['0.493687', '96', '1'], ['0.514125', '1187', '0'], ['0.51607', '1392', '0'], ['0.516357', '1392', '0'], ['0.516429', '1392', '0'], ['0.516431', '168', '0'], ['0.516641', '1221', '0'], ['0.516915', '90', '1'], ['0.518796', '1392', '0'], ['0.518804', '232', '0'], ['0.519572', '84', '1'], ['0.52122', '1392', '0'], ['0.521337', '782', '0']]"
Google Doc,"[['0', '293', '1'], ['0.01615', '87', '0'], ['0.428991', '300', '0'], ['0.4294', '1412', '0'], ['0.429867', '1412', '0'], ['0.430412', '1412', '0'], ['0.430846', '180', '0'], ['0.431344', '1412', '0'], ['0.431808', '1412', '0'], ['0.432197', '110', '1'], ['0.432269', '1412', '0'], ['0.432733', '188', '0'], ['0.433209', '685', '0'], ['0.433695', '1412', '0'], ['0.434163', '1412', '0'], ['0.434608', '694', '0'], ['0.43517', '1412', '0'], ['0.435275', '122', '1'], ['0.435636', '1412', '0'], ['0.436103', '1412', '0'], ['0.43656', '1309', '0'], ['0.437206', '107', '1'], ['0.45886', '1412', '0'], ['0.459617', '1412', '0'], ['0.460199', '1412', '0'], ['0.460241', '101', '1'], ['0.460669', '198', '0'], ['0.461169', '1412', '0'], ['0.461639', '1412', '0'], ['0.462112', '1412', '0'], ['0.462257', '110', '1'], ['0.462536', '173', '0']]"
Google Doc,"[['0', '295', '1'], ['0.016129', '87', '0'], ['0.416684', '303', '0'], ['0.417369', '1412', '0'], ['0.418049', '1412', '0'], ['0.418722', '1412', '0'], ['0.419363', '186', '0'], ['0.42007', '1412', '0'], ['0.420481', '116', '1'], ['0.420766', '1412', '0'], ['0.421444', '1412', '0'], ['0.422082', '188', '0'], ['0.422831', '708', '0'], ['0.423607', '1412', '0'], ['0.424282', '1412', '0'], ['0.424934', '694', '0'], ['0.428523', '107', '1'], ['0.446508', '104', '1'], ['0.451869', '1412', '0'], ['0.452599', '1412', '0'], ['0.453339', '1412', '0'], ['0.454017', '1412', '0'], ['0.454687', '1412', '0'], ['0.455361', '1412', '0'], ['0.455484', '113', '1'], ['0.456061', '1412', '0'], ['0.456821', '1412', '0'], ['0.457501', '1412', '0'], ['0.458173', '1412', '0'], ['0.458849', '1412', '0'], ['0.459482', '110', '1'], ['0.459518', '1412', '0']]"
Google Doc,"[['0', '294', '1'], ['0.016618', '87', '0'], ['0.316004', '303', '0'], ['0.319437', '101', '1'], ['0.357999', '1412', '0'], ['0.358136', '1412', '0'], ['0.35833', '1412', '0'], ['0.358488', '186', '0'], ['0.358725', '1412', '0'], ['0.358938', '1412', '0'], ['0.359112', '1412', '0'], ['0.359274', '188', '0'], ['0.359555', '1412', '0'], ['0.35968', '1412', '0'], ['0.359778', '125', '1'], ['0.359886', '1338', '0'], ['0.361949', '1412', '0'], ['0.362195', '1412', '0'], ['0.362521', '1412', '0'], ['0.362681', '188', '0'], ['0.362872', '84', '0'], ['0.363399', '98', '1'], ['0.363626', '1197', '0'], ['0.366975', '1412', '0'], ['0.367562', '1412', '0'], ['0.368003', '1412', '0'], ['0.368163', '188', '0'], ['0.368353', '84', '0'], ['0.369945', '1236', '0'], ['0.370267', '1412', '0'], ['0.370431', '255', '0'], ['0.373027', '1412', '0']]"
Google Doc,"[['0', '295', '1'], ['0.016757', '87', '0'], ['0.442085', '376', '0'], ['0.442788', '1412', '0'], ['0.443511', '1412', '0'], ['0.444234', '1412', '0'], ['0.444921', '180', '0'], ['0.44549', '101', '1'], ['0.445693', '1412', '0'], ['0.446422', '1412', '0'], ['0.447147', '1412', '0'], ['0.447901', '188', '0'], ['0.448638', '724', '0'], ['0.449019', '122', '1'], ['0.449456', '1412', '0'], ['0.450177', '1412', '0'], ['0.450881', '694', '0'], ['0.452233', '1412', '0'], ['0.452962', '1412', '0'], ['0.453685', '1412', '0'], ['0.454376', '188', '0'], ['0.45535', '98', '1'], ['0.463001', '113', '1'], ['0.487353', '1206', '0'], ['0.489269', '1412', '0'], ['0.489985', '1412', '0'], ['0.49001', '98', '1'], ['0.49071', '1412', '0'], ['0.49141', '188', '0'], ['0.492989', '107', '1'], ['0.494524', '1412', '0'], ['0.495255', '1412', '0']]"
Google Doc,"[['0', '276', '1'], ['0.021549', '67', '0'], ['0.296331', '280', '0'], ['0.298448', '81', '1'], ['0.322913', '1392', '0'], ['0.323126', '1392', '0'], ['0.323438', '1392', '0'], ['0.323504', '166', '0'], ['0.323512', '64', '0'], ['0.336854', '90', '1'], ['0.34894', '1392', '0'], ['0.349192', '1392', '0'], ['0.349508', '1392', '0'], ['0.349511', '168', '0'], ['0.349857', '1392', '0'], ['0.350157', '1392', '0'], ['0.35042', '1272', '0'], ['0.362473', '96', '1'], ['0.378626', '1392', '0'], ['0.378875', '1392', '0'], ['0.379171', '1392', '0'], ['0.379174', '178', '0'], ['0.379457', '1173', '0'], ['0.380427', '90', '1'], ['0.380703', '1392', '0'], ['0.380918', '1392', '0'], ['0.381232', '1392', '0'], ['0.381236', '168', '0'], ['0.381523', '1219', '0'], ['0.382405', '90', '1'], ['0.382674', '1392', '0'], ['0.382676', '232', '0']]"
Google Doc,"[['0', '296', '1'], ['0.0157189', '87', '0'], ['0.247497', '304', '0'], ['0.248002', '1412', '0'], ['0.248484', '1412', '0'], ['0.248952', '1412', '0'], ['0.249462', '180', '0'], ['0.249959', '1412', '0'], ['0.250426', '1412', '0'], ['0.250505', '116', '1'], ['0.250914', '1412', '0'], ['0.251384', '188', '0'], ['0.251894', '688', '0'], ['0.252468', '1412', '0'], ['0.252941', '1412', '0'], ['0.253333', '694', '0'], ['0.253557', '116', '1'], ['0.253873', '1412', '0'], ['0.254311', '1412', '0'], ['0.254745', '1412', '0'], ['0.255261', '1302', '0'], ['0.256498', '107', '1'], ['0.27791', '1412', '0'], ['0.27836', '1412', '0'], ['0.278825', '1412', '0'], ['0.279323', '198', '0'], ['0.281297', '1412', '0'], ['0.281492', '110', '1'], ['0.281779', '1411', '0'], ['0.282258', '1412', '0'], ['0.28271', '1412', '0'], ['0.283175', '1412', '0']]"
Google Doc,"[['0', '297', '1'], ['0.0191669', '87', '0'], ['0.279514', '304', '0'], ['0.280969', '1412', '0'], ['0.282121', '106', '1'], ['0.282496', '1412', '0'], ['0.283927', '1412', '0'], ['0.285109', '103', '1'], ['0.285285', '180', '0'], ['0.286782', '1412', '0'], ['0.288105', '103', '1'], ['0.288225', '1412', '0'], ['0.289692', '1412', '0'], ['0.29103', '188', '0'], ['0.291094', '103', '1'], ['0.292535', '1412', '0'], ['0.293926', '1412', '0'], ['0.294102', '103', '1'], ['0.295321', '1329', '0'], ['0.296758', '1412', '0'], ['0.297106', '106', '1'], ['0.298306', '1412', '0'], ['0.299663', '1412', '0'], ['0.301063', '188', '0'], ['0.301138', '103', '1'], ['0.302511', '1192', '0'], ['0.30415', '103', '1'], ['0.315212', '1412', '0'], ['0.316633', '1412', '0'], ['0.318057', '1412', '0'], ['0.319576', '188', '0'], ['0.321033', '1241', '0']]"
Google Doc,"[['0', '293', '1'], ['0.1492', '87', '0'], ['0.405678', '323', '0'], ['0.408883', '101', '1'], ['0.463564', '1412', '0'], ['0.464829', '1412', '0'], ['0.465904', '101', '1'], ['0.466118', '1412', '0'], ['0.467387', '180', '0'], ['0.468744', '1412', '0'], ['0.470034', '1412', '0'], ['0.471329', '1412', '0'], ['0.472583', '188', '0'], ['0.47388', '726', '0'], ['0.48054', '1412', '0'], ['0.481822', '1412', '0'], ['0.483087', '693', '0'], ['0.48663', '125', '1'], ['0.489752', '1412', '0'], ['0.49104', '1412', '0'], ['0.492327', '1412', '0'], ['0.493246', '104', '1'], ['0.503333', '188', '0'], ['0.504634', '1194', '0'], ['0.512639', '1412', '0'], ['0.516393', '101', '1'], ['0.516578', '1412', '0'], ['0.534201', '1412', '0'], ['0.535474', '1022', '0'], ['0.538092', '1412', '0'], ['0.542164', '1412', '0'], ['0.543425', '180', '0']]"
Google Doc,"[['0', '276', '1'], ['0.0202482', '69', '0'], ['0.417158', '304', '0'], ['0.417485', '1392', '0'], ['0.41776', '1392', '0'], ['0.41783', '1392', '0'], ['0.417832', '160', '0'], ['0.418106', '1392', '0'], ['0.418176', '1392', '0'], ['0.418408', '1392', '0'], ['0.418477', '820', '0'], ['0.419309', '107', '1'], ['0.425146', '1392', '0'], ['0.425258', '1392', '0'], ['0.425262', '674', '0'], ['0.425264', '1392', '0'], ['0.425344', '1392', '0'], ['0.425346', '1392', '0'], ['0.425349', '168', '0'], ['0.42732', '98', '1'], ['0.47096', '1187', '0'], ['0.471221', '1392', '0'], ['0.471326', '1392', '0'], ['0.471393', '1392', '0'], ['0.471396', '168', '0'], ['0.471577', '1392', '0'], ['0.471654', '1392', '0'], ['0.471727', '1392', '0'], ['0.471948', '1392', '0'], ['0.47225', '1392', '0'], ['0.472254', '365', '0'], ['0.472581', '104', '1']]"
Google Doc,"[['0', '302', '1'], ['3.50475e-05', '112', '1'], ['0.0164759', '74', '0'], ['0.025296', '74', '0'], ['0.0268879', '112', '0'], ['0.226537', '74', '1'], ['0.242849', '310', '0'], ['0.244526', '1294', '0'], ['0.244555', '74', '1'], ['0.246192', '1294', '0'], ['0.247785', '1294', '0'], ['0.247807', '74', '1'], ['0.249319', '1294', '0'], ['0.250969', '1294', '0'], ['0.250988', '74', '1'], ['0.252527', '1294', '0'], ['0.254201', '1294', '0'], ['0.254221', '74', '1'], ['0.255784', '974', '0'], ['0.257332', '1294', '0'], ['0.257349', '74', '1'], ['0.258971', '1294', '0'], ['0.260504', '1294', '0'], ['0.260537', '74', '1'], ['0.26216', '1294', '0'], ['0.263735', '1294', '0'], ['0.263749', '74', '1'], ['0.265332', '1294', '0'], ['0.266993', '1294', '0'], ['0.267023', '74', '1'], ['0.268561', '639', '0'], ['0.270178', '1294', '0']]"
Google Doc,"[['0', '295', '1'], ['0.0273812', '87', '0'], ['0.214865', '374', '0'], ['0.21558', '1412', '0'], ['0.216209', '1412', '0'], ['0.216808', '1412', '0'], ['0.217377', '186', '0'], ['0.218011', '1412', '0'], ['0.218614', '1412', '0'], ['0.219158', '116', '1'], ['0.219216', '1412', '0'], ['0.219833', '789', '0'], ['0.220452', '1412', '0'], ['0.221054', '1412', '0'], ['0.221638', '694', '0'], ['0.224231', '113', '1'], ['0.254512', '1412', '0'], ['0.255099', '1412', '0'], ['0.255771', '1412', '0'], ['0.256351', '198', '0'], ['0.256977', '1200', '0'], ['0.258612', '1412', '0'], ['0.259207', '1412', '0'], ['0.259807', '1412', '0'], ['0.260381', '188', '0'], ['0.261014', '1412', '0'], ['0.261422', '125', '1'], ['0.261636', '1411', '0'], ['0.262243', '1412', '0'], ['0.262825', '802', '0'], ['0.263449', '1412', '0'], ['0.264041', '1003', '0']]"
Google Doc,"[['0', '896', '1'], ['0.0248978', '87', '0'], ['0.232481', '419', '0'], ['0.232703', '1412', '0'], ['0.232999', '1412', '0'], ['0.233283', '1412', '0'], ['0.233462', '180', '0'], ['0.233767', '1412', '0'], ['0.233981', '1412', '0'], ['0.23419', '1412', '0'], ['0.234381', '789', '0'], ['0.234605', '1412', '0'], ['0.234813', '1412', '0'], ['0.23492', '128', '1'], ['0.235018', '693', '0'], ['0.238068', '101', '1'], ['0.238795', '1412', '0'], ['0.239004', '1412', '0'], ['0.239659', '1412', '0'], ['0.239835', '188', '0'], ['0.240034', '84', '0'], ['0.240372', '1194', '0'], ['0.245821', '110', '1'], ['0.249982', '98', '1'], ['0.276687', '1412', '0'], ['0.276885', '1412', '0'], ['0.277193', '1412', '0'], ['0.277369', '198', '0'], ['0.277606', '1412', '0'], ['0.277815', '1411', '0'], ['0.278988', '113', '1'], ['0.304356', '1412', '0']]"
Google Doc,"[['0', '295', '1'], ['0.0186479', '87', '0'], ['0.183232', '327', '0'], ['0.184614', '1412', '0'], ['0.185962', '1412', '0'], ['0.186548', '107', '1'], ['0.187297', '1412', '0'], ['0.188611', '180', '0'], ['0.189985', '1412', '0'], ['0.190523', '104', '1'], ['0.191386', '1412', '0'], ['0.192737', '1412', '0'], ['0.194048', '188', '0'], ['0.194523', '104', '1'], ['0.195405', '713', '0'], ['0.197016', '1412', '0'], ['0.198362', '1412', '0'], ['0.198534', '104', '1'], ['0.199819', '694', '0'], ['0.20118', '1412', '0'], ['0.202581', '1412', '0'], ['0.203535', '104', '1'], ['0.203951', '1412', '0'], ['0.205268', '188', '0'], ['0.207542', '101', '1'], ['0.221852', '1206', '0'], ['0.2232', '1412', '0'], ['0.224554', '1412', '0'], ['0.225895', '1412', '0'], ['0.227242', '1412', '0'], ['0.228593', '110', '1'], ['0.228607', '1412', '0']]"
Google Doc,"[['0', '296', '1'], ['0.13539', '87', '0'], ['0.421957', '396', '0'], ['0.425612', '101', '1'], ['0.445348', '1412', '0'], ['0.446885', '1412', '0'], ['0.448556', '1412', '0'], ['0.449578', '104', '1'], ['0.450126', '186', '0'], ['0.451701', '1412', '0'], ['0.453307', '1412', '0'], ['0.45353', '104', '1'], ['0.454829', '1412', '0'], ['0.456431', '188', '0'], ['0.45812', '1412', '0'], ['0.458576', '104', '1'], ['0.459701', '1412', '0'], ['0.461284', '1412', '0'], ['0.46277', '173', '0'], ['0.463576', '104', '1'], ['0.469558', '1412', '0'], ['0.471129', '1412', '0'], ['0.472701', '1412', '0'], ['0.473578', '104', '1'], ['0.474316', '188', '0'], ['0.475922', '1004', '0'], ['0.477597', '1412', '0'], ['0.477693', '101', '1'], ['0.479216', '1412', '0'], ['0.480858', '1412', '0'], ['0.481578', '104', '1'], ['0.482443', '188', '0']]"
Google Doc,"[['0', '295', '1'], ['0.018738', '84', '0'], ['0.266351', '321', '0'], ['0.267844', '1412', '0'], ['0.269217', '1412', '0'], ['0.270548', '1412', '0'], ['0.270581', '107', '1'], ['0.271917', '1412', '0'], ['0.273263', '1412', '0'], ['0.274565', '104', '1'], ['0.274608', '1412', '0'], ['0.275937', '272', '0'], ['0.277327', '679', '0'], ['0.278563', '104', '1'], ['0.278686', '1412', '0'], ['0.280035', '1412', '0'], ['0.281359', '688', '0'], ['0.282569', '104', '1'], ['0.30139', '84', '0'], ['0.302767', '1412', '0'], ['0.304115', '1412', '0'], ['0.305483', '1412', '0'], ['0.306767', '184', '0'], ['0.307578', '110', '1'], ['0.308218', '1191', '0'], ['0.309578', '1412', '0'], ['0.310924', '1412', '0'], ['0.311637', '104', '1'], ['0.31227', '1412', '0'], ['0.313583', '184', '0'], ['0.314954', '1240', '0'], ['0.316305', '1412', '0']]"
Google Doc,"[['0', '294', '1'], ['0.017056', '87', '0'], ['0.203167', '425', '0'], ['0.204115', '103', '1'], ['0.204626', '1412', '0'], ['0.206034', '1412', '0'], ['0.206139', '100', '1'], ['0.207433', '1412', '0'], ['0.208796', '176', '0'], ['0.208934', '100', '1'], ['0.210283', '1412', '0'], ['0.211685', '1412', '0'], ['0.213083', '1412', '0'], ['0.21445', '184', '0'], ['0.215881', '1412', '0'], ['0.21636', '106', '1'], ['0.217269', '1412', '0'], ['0.218673', '1412', '0'], ['0.219111', '115', '1'], ['0.220121', '1412', '0'], ['0.221154', '100', '1'], ['0.221517', '1412', '0'], ['0.222126', '100', '1'], ['0.22292', '1412', '0'], ['0.223257', '100', '1'], ['0.224316', '1412', '0'], ['0.225718', '1412', '0'], ['0.227118', '1412', '0'], ['0.227144', '103', '1'], ['0.228226', '100', '1'], ['0.241511', '1412', '0'], ['0.24215', '100', '1']]"
Google Doc,"[['0', '298', '1'], ['0.036305', '87', '0'], ['0.480969', '323', '0'], ['0.481581', '1412', '0'], ['0.482246', '1412', '0'], ['0.482908', '1412', '0'], ['0.483541', '180', '0'], ['0.484076', '112', '1'], ['0.484257', '1412', '0'], ['0.484929', '1412', '0'], ['0.485594', '1412', '0'], ['0.486243', '833', '0'], ['0.486751', '112', '1'], ['0.486998', '1412', '0'], ['0.487672', '1412', '0'], ['0.488314', '694', '0'], ['0.489796', '106', '1'], ['0.516938', '1412', '0'], ['0.517593', '1412', '0'], ['0.518261', '1412', '0'], ['0.518892', '198', '0'], ['0.519577', '1201', '0'], ['0.521141', '1412', '0'], ['0.521812', '1412', '0'], ['0.522475', '1412', '0'], ['0.523108', '188', '0'], ['0.525491', '1412', '0'], ['0.525831', '124', '1'], ['0.526172', '1412', '0'], ['0.526898', '1412', '0'], ['0.52754', '173', '0'], ['0.528234', '1412', '0']]"
Google Doc,"[['0', '897', '1'], ['0.0215909', '87', '0'], ['0.269872', '322', '0'], ['0.270883', '103', '1'], ['0.271247', '1412', '0'], ['0.272338', '100', '1'], ['0.272671', '1412', '0'], ['0.273341', '100', '1'], ['0.274082', '1412', '0'], ['0.27433', '100', '1'], ['0.275447', '176', '0'], ['0.276333', '100', '1'], ['0.276973', '1412', '0'], ['0.277332', '100', '1'], ['0.278314', '1412', '0'], ['0.279333', '100', '1'], ['0.279709', '1412', '0'], ['0.280333', '100', '1'], ['0.281141', '184', '0'], ['0.281346', '100', '1'], ['0.282548', '717', '0'], ['0.283334', '100', '1'], ['0.283965', '1412', '0'], ['0.2843', '100', '1'], ['0.285305', '1412', '0'], ['0.286334', '100', '1'], ['0.286731', '691', '0'], ['0.287335', '100', '1'], ['0.288161', '1412', '0'], ['0.289335', '100', '1'], ['0.289601', '1412', '0'], ['0.290334', '100', '1']]"
